ID,count_00,count_01,count_02,count_03,count_04,count_05,count_06,count_07,count_08,count_09,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,sum,perc_0,perc_1,perc_2,perc_3,perc_4,perc_5,perc_6,perc_7,perc_8,perc_9,perc_10,perc_11,perc_12,perc_13,perc_14,perc_15,perc_16,perc_17
BM47_0002_t,0,0,767,0,1796,233,239,0,0,0,325,0,0,0,0,0,261,0,3621,0,0,21.18,0,49.6,6.43,6.6,0,0,0,8.98,0,0,0,0,0,7.21,0
BM47_0007_t,109,977,153,0,191,0,161,207,0,0,0,0,0,0,0,0,399,0,2197,4.96,44.47,6.96,0,8.69,0,7.33,9.42,0,0,0,0,0,0,0,0,18.16,0
BM47_0005_t,83,0,19,0,0,0,481,41,0,0,0,0,0,0,0,0,0,0,624,13.3,0,3.04,0,0,0,77.08,6.57,0,0,0,0,0,0,0,0,0,0
BM47_0004_t,185,0,0,0,0,0,564,44,0,0,0,0,0,0,0,0,0,0,793,23.33,0,0,0,0,0,71.12,5.55,0,0,0,0,0,0,0,0,0,0
BM47_0014_t,157,0,108,0,262,432,0,0,0,0,191,0,0,0,0,0,195,0,1345,11.67,0,8.03,0,19.48,32.12,0,0,0,0,14.2,0,0,0,0,0,14.5,0
BM47_0013_t,154,0,324,0,287,242,0,0,0,0,139,0,0,0,0,0,281,0,1427,10.79,0,22.7,0,20.11,16.96,0,0,0,0,9.74,0,0,0,0,0,19.69,0
BM47_0003_t,155,24,50,0,0,0,612,63,0,0,0,0,0,0,0,0,0,0,904,17.15,2.65,5.53,0,0,0,67.7,6.97,0,0,0,0,0,0,0,0,0,0
BM47_0010_t,0,1252,241,0,382,0,147,209,0,0,160,0,0,0,0,0,377,0,2768,0,45.23,8.71,0,13.8,0,5.31,7.55,0,0,5.78,0,0,0,0,0,13.62,0
BM47_0009_t,132,958,276,0,356,0,205,213,0,0,0,0,0,0,0,0,202,0,2342,5.64,40.91,11.78,0,15.2,0,8.75,9.09,0,0,0,0,0,0,0,0,8.63,0
BM47_0006_t,149,0,51,0,0,0,834,0,0,0,0,0,0,0,0,0,62,0,1096,13.59,0,4.65,0,0,0,76.09,0,0,0,0,0,0,0,0,0,5.66,0
BM47_0008_t,0,1004,255,0,245,196,295,0,0,0,0,0,0,0,0,0,396,0,2391,0,41.99,10.66,0,10.25,8.2,12.34,0,0,0,0,0,0,0,0,0,16.56,0
BM47_0012_t,164,1086,207,0,189,0,0,0,0,0,143,0,0,0,0,0,208,0,1997,8.21,54.38,10.37,0,9.46,0,0,0,0,0,7.16,0,0,0,0,0,10.42,0
BM47_0011_t,116,1049,210,0,187,154,155,0,0,0,0,0,0,0,0,0,352,0,2223,5.22,47.19,9.45,0,8.41,6.93,6.97,0,0,0,0,0,0,0,0,0,15.83,0
BM48_0007_t,185,0,590,1703,307,0,0,0,409,0,0,0,0,0,360,0,596,0,4150,4.46,0,14.22,41.04,7.4,0,0,0,9.86,0,0,0,0,0,8.67,0,14.36,0
BM48_0005_t,134,0,472,1846,325,0,0,0,443,0,0,0,0,0,420,0,838,0,4478,2.99,0,10.54,41.22,7.26,0,0,0,9.89,0,0,0,0,0,9.38,0,18.71,0
BM50_0001_t,0,0,0,0,0,46,0,0,265,0,121,0,0,0,0,181,0,182,795,0,0,0,0,0,5.79,0,0,33.33,0,15.22,0,0,0,0,22.77,0,22.89
BM50_0002_t,0,0,0,0,0,126,0,102,0,349,62,0,0,0,0,82,0,0,721,0,0,0,0,0,17.48,0,14.15,0,48.4,8.6,0,0,0,0,11.37,0,0
BM50_0000_t,0,0,0,0,0,103,0,0,429,0,210,0,0,0,0,118,0,222,1082,0,0,0,0,0,9.52,0,0,39.65,0,19.41,0,0,0,0,10.91,0,20.52
BM51_0012_t,0,0,230,0,0,303,0,301,0,0,0,0,1318,0,712,0,290,244,3398,0,0,6.77,0,0,8.92,0,8.86,0,0,0,0,38.79,0,20.95,0,8.53,7.18
BM52_0000_t,120,632,93,0,133,0,0,134,0,0,78,0,0,0,0,0,200,0,1390,8.63,45.47,6.69,0,9.57,0,0,9.64,0,0,5.61,0,0,0,0,0,14.39,0
BM52_0001_t,124,539,85,0,107,0,0,117,0,0,62,0,0,0,0,0,168,0,1202,10.32,44.84,7.07,0,8.9,0,0,9.73,0,0,5.16,0,0,0,0,0,13.98,0
BM54_0006_t,0,0,0,0,530,333,0,321,0,0,0,1324,0,0,300,385,0,0,3193,0,0,0,0,16.6,10.43,0,10.05,0,0,0,41.47,0,0,9.4,12.06,0,0
BM54_0008_t,0,0,0,0,385,409,0,319,254,0,0,1241,0,0,0,275,0,178,3061,0,0,0,0,12.58,13.36,0,10.42,8.3,0,0,40.54,0,0,0,8.98,0,5.82
BM54_0010_t,132,0,1314,0,0,0,0,215,319,0,0,0,0,0,0,0,0,139,2119,6.23,0,62.01,0,0,0,0,10.15,15.05,0,0,0,0,0,0,0,0,6.56
BM54_0011_t,0,0,0,0,242,585,557,0,0,0,0,0,0,0,0,241,0,0,1625,0,0,0,0,14.89,36,34.28,0,0,0,0,0,0,0,0,14.83,0,0
BM54_0004_t,0,0,0,0,444,399,0,238,0,0,0,1303,0,0,230,295,0,252,3161,0,0,0,0,14.05,12.62,0,7.53,0,0,0,41.22,0,0,7.28,9.33,0,7.97
BM54_0002_t,0,0,0,0,402,468,0,338,0,0,0,1437,0,0,259,374,0,0,3278,0,0,0,0,12.26,14.28,0,10.31,0,0,0,43.84,0,0,7.9,11.41,0,0
BM55_0006_t,0,0,1336,971,0,0,0,0,1362,0,0,0,0,0,2093,0,0,0,5762,0,0,23.19,16.85,0,0,0,0,23.64,0,0,0,0,0,36.32,0,0,0
BM55_0005_t,427,0,1035,781,0,0,0,0,1127,0,0,0,0,0,2346,0,0,0,5716,7.47,0,18.11,13.66,0,0,0,0,19.72,0,0,0,0,0,41.04,0,0,0
BM56_1_0004_t,4707,0,12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16979,27.72,0,72.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BM56_2_0001_t,2529,0,12874,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,15899,15.91,0,80.97,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0
BM57_0000_t,0,0,0,0,656,1062,0,1177,146,0,0,1734,0,0,0,0,0,0,4775,0,0,0,0,13.74,22.24,0,24.65,3.06,0,0,36.31,0,0,0,0,0,0
BM57_0001_t,458,0,0,0,668,889,0,576,135,0,0,2043,0,0,0,411,0,0,5180,8.84,0,0,0,12.9,17.16,0,11.12,2.61,0,0,39.44,0,0,0,7.93,0,0
BM60_0007_t,0,243,598,739,2885,611,0,472,0,0,0,0,0,0,0,0,0,492,6040,0,4.02,9.9,12.24,47.76,10.12,0,7.81,0,0,0,0,0,0,0,0,0,8.15
BM60_0004_t,0,249,0,614,3204,506,0,1380,0,0,0,0,0,0,0,0,0,439,6392,0,3.9,0,9.61,50.13,7.92,0,21.59,0,0,0,0,0,0,0,0,0,6.87
BM60_0002_t,0,231,686,963,3001,491,0,558,0,0,0,0,0,0,0,0,0,445,6375,0,3.62,10.76,15.11,47.07,7.7,0,8.75,0,0,0,0,0,0,0,0,0,6.98
BM60_0010_t,0,251,232,467,1192,244,0,0,0,0,0,0,0,0,243,0,0,272,2901,0,8.65,8,16.1,41.09,8.41,0,0,0,0,0,0,0,0,8.38,0,0,9.38
BM61_1_0014_t,378,0,681,0,0,0,0,0,3627,0,0,0,0,0,1132,0,0,0,5818,6.5,0,11.71,0,0,0,0,0,62.34,0,0,0,0,0,19.46,0,0,0
BM61_1_0015_t,1178,0,3139,0,0,0,0,0,187,0,0,0,0,0,646,0,0,0,5150,22.87,0,60.95,0,0,0,0,0,3.63,0,0,0,0,0,12.54,0,0,0
BM61_2_0013_t,632,0,0,0,0,824,0,1028,118,0,1063,0,0,0,0,1139,4908,0,9712,6.51,0,0,0,0,8.48,0,10.58,1.21,0,10.95,0,0,0,0,11.73,50.54,0
BM61_2_0015_t,0,0,0,0,0,96,0,0,3460,0,0,0,0,0,807,570,192,707,5832,0,0,0,0,0,1.65,0,0,59.33,0,0,0,0,0,13.84,9.77,3.29,12.12
BM63_0001_t,0,0,0,1455,13852,1145,0,0,0,883,1406,0,0,0,1247,2451,0,0,22439,0,0,0,6.48,61.73,5.1,0,0,0,3.94,6.27,0,0,0,5.56,10.92,0,0
BM63_0000_t,983,0,0,1902,16518,0,0,0,0,1358,0,0,0,0,1070,1457,0,1925,25213,3.9,0,0,7.54,65.51,0,0,0,0,5.39,0,0,0,0,4.24,5.78,0,7.63
BM63_0002_t,2501,0,0,2900,11223,0,0,0,0,0,729,0,0,0,0,0,0,2397,19750,12.66,0,0,14.68,56.83,0,0,0,0,0,3.69,0,0,0,0,0,0,12.14
BM65_0010_t,56,0,89,0,675,0,56,0,0,0,0,0,0,0,0,0,0,0,876,6.39,0,10.16,0,77.05,0,6.39,0,0,0,0,0,0,0,0,0,0,0
BM65_0009_t,48,0,57,0,632,60,55,0,0,0,0,0,0,0,0,0,23,0,875,5.49,0,6.51,0,72.23,6.86,6.29,0,0,0,0,0,0,0,0,0,2.63,0
BM65_0012_t,41,0,53,0,506,0,50,37,0,0,0,0,0,0,0,0,0,0,687,5.97,0,7.71,0,73.65,0,7.28,5.39,0,0,0,0,0,0,0,0,0,0
BM65_0003_t,0,0,0,0,571,37,56,25,0,0,26,0,0,0,0,0,35,0,750,0,0,0,0,76.13,4.93,7.47,3.33,0,0,3.47,0,0,0,0,0,4.67,0
BM65_0004_t,0,0,0,0,857,63,95,61,0,0,46,0,0,0,0,0,78,0,1200,0,0,0,0,71.42,5.25,7.92,5.08,0,0,3.83,0,0,0,0,0,6.5,0
BM65_0005_t,0,0,46,0,1134,0,60,40,0,0,51,0,0,0,0,0,0,0,1331,0,0,3.46,0,85.2,0,4.51,3.01,0,0,3.83,0,0,0,0,0,0,0
BM65_0007_t,69,0,50,0,862,0,45,0,0,0,72,0,0,0,0,0,62,0,1160,5.95,0,4.31,0,74.31,0,3.88,0,0,0,6.21,0,0,0,0,0,5.34,0
BM65_0014_t,58,0,79,0,739,17,51,0,0,20,0,0,0,0,0,0,0,0,964,6.02,0,8.2,0,76.66,1.76,5.29,0,0,2.07,0,0,0,0,0,0,0,0
BM65_0008_t,0,0,163,0,992,0,46,64,0,0,71,0,0,0,0,0,0,0,1336,0,0,12.2,0,74.25,0,3.44,4.79,0,0,5.31,0,0,0,0,0,0,0
BM65_0002_t,58,0,0,0,656,0,57,23,0,0,46,0,0,0,0,0,0,0,840,6.9,0,0,0,78.1,0,6.79,2.74,0,0,5.48,0,0,0,0,0,0,0
BM65_0006_t,0,0,25,0,862,62,73,0,0,64,34,0,0,0,0,0,55,0,1175,0,0,2.13,0,73.36,5.28,6.21,0,0,5.45,2.89,0,0,0,0,0,4.68,0
BM65_0000_t,0,0,27,0,351,55,49,0,0,0,19,0,0,0,0,0,128,0,629,0,0,4.29,0,55.8,8.74,7.79,0,0,0,3.02,0,0,0,0,0,20.35,0
BM65_0001_t,35,0,0,0,594,68,110,0,0,20,0,0,0,0,0,0,87,0,914,3.83,0,0,0,64.99,7.44,12.04,0,0,2.19,0,0,0,0,0,0,9.52,0
BM65_0011_t,35,0,100,0,614,0,0,0,0,0,49,0,0,0,0,0,0,0,798,4.39,0,12.53,0,76.94,0,0,0,0,0,6.14,0,0,0,0,0,0,0
BM65_0013_t,68,0,59,0,335,0,162,66,0,0,0,0,0,0,0,0,73,0,763,8.91,0,7.73,0,43.91,0,21.23,8.65,0,0,0,0,0,0,0,0,9.57,0
FMC06_0024_t,0,0,33,0,103,261,85,42,0,0,0,0,0,0,0,58,0,0,582,0,0,5.67,0,17.7,44.85,14.6,7.22,0,0,0,0,0,0,0,9.97,0,0
FMC06_0023_t,0,0,36,0,58,188,0,0,0,0,0,0,0,0,0,121,21,0,424,0,0,8.49,0,13.68,44.34,0,0,0,0,0,0,0,0,0,28.54,4.95,0
FMC06_0010_t,0,0,33,0,74,260,0,68,0,0,0,0,0,0,0,41,0,0,476,0,0,6.93,0,15.55,54.62,0,14.29,0,0,0,0,0,0,0,8.61,0,0
FMC06_0026_t,0,0,0,0,71,228,62,0,0,34,0,0,0,0,0,32,0,0,427,0,0,0,0,16.63,53.4,14.52,0,0,7.96,0,0,0,0,0,7.49,0,0
FMC06_0020_t,0,0,36,0,42,130,0,52,0,24,0,0,0,0,0,36,26,0,346,0,0,10.4,0,12.14,37.57,0,15.03,0,6.94,0,0,0,0,0,10.4,7.51,0
FMC06_0007_t,0,0,18,0,70,148,74,21,0,0,0,0,0,0,0,69,0,0,400,0,0,4.5,0,17.5,37,18.5,5.25,0,0,0,0,0,0,0,17.25,0,0
FMC06_0000_t,0,0,70,0,57,366,0,0,0,73,0,0,0,55,0,79,0,0,700,0,0,10,0,8.14,52.29,0,0,0,10.43,0,0,0,7.86,0,11.29,0,0
FMC06_0014_t,0,0,18,0,94,209,65,0,0,0,0,0,0,0,0,49,25,0,460,0,0,3.91,0,20.43,45.43,14.13,0,0,0,0,0,0,0,0,10.65,5.43,0
FMC06_0025_t,0,0,0,0,88,257,0,0,0,81,0,0,0,0,0,69,42,0,537,0,0,0,0,16.39,47.86,0,0,0,15.08,0,0,0,0,0,12.85,7.82,0
FMC06_0004_t,0,0,42,0,74,205,73,0,0,0,0,0,0,0,0,111,0,0,505,0,0,8.32,0,14.65,40.59,14.46,0,0,0,0,0,0,0,0,21.98,0,0
FMC06_0003_t,0,0,28,0,72,151,70,0,0,0,0,0,0,0,0,135,9,0,465,0,0,6.02,0,15.48,32.47,15.05,0,0,0,0,0,0,0,0,29.03,1.94,0
FMC06_0027_t,0,0,11,0,69,154,84,0,0,0,0,0,0,0,0,181,0,0,499,0,0,2.2,0,13.83,30.86,16.83,0,0,0,0,0,0,0,0,36.27,0,0
FMC06_0011_t,0,0,27,0,61,231,0,0,0,0,0,0,0,0,0,62,17,0,398,0,0,6.78,0,15.33,58.04,0,0,0,0,0,0,0,0,0,15.58,4.27,0
FMC06_0017_t,0,0,18,0,76,187,65,0,0,0,0,0,0,8,0,44,0,0,398,0,0,4.52,0,19.1,46.98,16.33,0,0,0,0,0,0,2.01,0,11.06,0,0
FMC06_0012_t,0,0,22,0,53,180,0,32,0,0,0,0,0,0,0,31,12,0,330,0,0,6.67,0,16.06,54.55,0,9.7,0,0,0,0,0,0,0,9.39,3.64,0
FMC06_0002_t,0,0,0,0,86,190,78,0,0,83,0,0,0,0,0,53,45,0,535,0,0,0,0,16.07,35.51,14.58,0,0,15.51,0,0,0,0,0,9.91,8.41,0
FMC06_0001_t,0,0,151,21,104,244,150,0,0,0,0,0,0,38,0,0,0,0,708,0,0,21.33,2.97,14.69,34.46,21.19,0,0,0,0,0,0,5.37,0,0,0,0
FMC06_0005_t,0,0,22,0,87,213,58,24,0,0,0,0,0,0,0,67,0,0,471,0,0,4.67,0,18.47,45.22,12.31,5.1,0,0,0,0,0,0,0,14.23,0,0
FMC06_0013_t,0,0,0,0,39,168,0,0,0,55,0,0,0,0,0,90,41,0,393,0,0,0,0,9.92,42.75,0,0,0,13.99,0,0,0,0,0,22.9,10.43,0
FMC06_0021_t,0,0,0,0,55,118,66,19,0,0,0,0,0,9,0,182,0,0,449,0,0,0,0,12.25,26.28,14.7,4.23,0,0,0,0,0,2,0,40.53,0,0
FMC06_0018_t,0,0,72,0,44,45,45,61,0,0,0,0,0,0,0,47,11,0,325,0,0,22.15,0,13.54,13.85,13.85,18.77,0,0,0,0,0,0,0,14.46,3.38,0
FMC06_0019_t,0,0,21,0,54,85,69,24,0,0,0,0,0,0,0,114,0,0,367,0,0,5.72,0,14.71,23.16,18.8,6.54,0,0,0,0,0,0,0,31.06,0,0
FMC06_0008_t,0,0,27,0,75,237,95,0,0,0,0,0,0,0,0,37,0,0,471,0,0,5.73,0,15.92,50.32,20.17,0,0,0,0,0,0,0,0,7.86,0,0
FMC06_0016_t,0,0,0,0,53,81,35,65,0,0,0,0,0,0,0,90,40,0,364,0,0,0,0,14.56,22.25,9.62,17.86,0,0,0,0,0,0,0,24.73,10.99,0
FMC06_0015_t,0,0,39,0,40,169,0,67,0,0,0,0,0,0,0,124,0,0,439,0,0,8.88,0,9.11,38.5,0,15.26,0,0,0,0,0,0,0,28.25,0,0
FMC06_0006_t,0,0,25,0,70,203,91,0,0,0,0,0,0,0,0,38,40,0,467,0,0,5.35,0,14.99,43.47,19.49,0,0,0,0,0,0,0,0,8.14,8.57,0
FMC06_0022_t,0,0,41,0,69,204,0,70,0,0,0,0,0,0,0,45,24,0,453,0,0,9.05,0,15.23,45.03,0,15.45,0,0,0,0,0,0,0,9.93,5.3,0
FMC06_0009_t,0,0,50,0,85,220,53,24,0,0,0,0,0,0,0,62,0,0,494,0,0,10.12,0,17.21,44.53,10.73,4.86,0,0,0,0,0,0,0,12.55,0,0
FMC07_0005_t,0,0,0,3998,607,0,0,889,536,0,399,0,0,0,838,0,0,602,7869,0,0,0,50.81,7.71,0,0,11.3,6.81,0,5.07,0,0,0,10.65,0,0,7.65
FMC07_0006_t,0,0,0,3083,546,0,0,515,1137,0,735,0,0,0,628,0,0,600,7244,0,0,0,42.56,7.54,0,0,7.11,15.7,0,10.15,0,0,0,8.67,0,0,8.28
FMC08_0000_t,0,10699,1276,614,3113,0,0,0,0,0,0,0,0,0,0,1287,4929,0,21918,0,48.81,5.82,2.8,14.2,0,0,0,0,0,0,0,0,0,0,5.87,22.49,0
FMC09_0000_t,0,0,131,0,759,0,66,0,452,0,174,0,0,0,254,0,0,270,2106,0,0,6.22,0,36.04,0,3.13,0,21.46,0,8.26,0,0,0,12.06,0,0,12.82
FMC10_0001_t,90,244,0,89,0,312,0,400,216,450,0,0,0,0,0,247,0,0,2048,4.39,11.91,0,4.35,0,15.23,0,19.53,10.55,21.97,0,0,0,0,0,12.06,0,0
FMC10_0000_t,215,267,0,210,0,0,0,460,250,396,0,0,0,0,0,212,0,0,2010,10.7,13.28,0,10.45,0,0,0,22.89,12.44,19.7,0,0,0,0,0,10.55,0,0
FMC11_0000_t,85,0,0,0,507,0,0,0,0,0,211,0,0,0,125,427,0,184,1539,5.52,0,0,0,32.94,0,0,0,0,0,13.71,0,0,0,8.12,27.75,0,11.96
FMC12_0005_t,402,0,363,0,384,310,0,417,0,0,207,0,0,177,0,0,0,0,2260,17.79,0,16.06,0,16.99,13.72,0,18.45,0,0,9.16,0,0,7.83,0,0,0,0
FMC12_0004_t,504,0,0,296,964,0,0,904,425,0,711,0,0,359,0,0,827,0,4990,10.1,0,0,5.93,19.32,0,0,18.12,8.52,0,14.25,0,0,7.19,0,0,16.57,0
FMC12_0002_t,0,0,646,241,772,0,0,1024,478,0,539,0,0,427,0,0,709,0,4836,0,0,13.36,4.98,15.96,0,0,21.17,9.88,0,11.15,0,0,8.83,0,0,14.66,0
FMC13_0006_t,56,0,57,0,289,0,0,42,0,0,56,0,0,97,0,0,0,68,665,8.42,0,8.57,0,43.46,0,0,6.32,0,0,8.42,0,0,14.59,0,0,0,10.23
FMC13_0011_t,116,0,57,0,313,0,0,0,0,0,155,0,0,150,0,0,0,95,886,13.09,0,6.43,0,35.33,0,0,0,0,0,17.49,0,0,16.93,0,0,0,10.72
FMC13_0004_t,38,0,49,0,351,0,0,20,0,0,66,0,0,109,0,61,0,0,694,5.48,0,7.06,0,50.58,0,0,2.88,0,0,9.51,0,0,15.71,0,8.79,0,0
FMC13_0012_t,250,0,0,0,411,0,0,116,0,0,0,0,0,142,0,101,0,0,1020,24.51,0,0,0,40.29,0,0,11.37,0,0,0,0,0,13.92,0,9.9,0,0
FMC13_0002_t,182,0,0,0,459,0,0,55,0,0,87,0,0,159,72,102,0,0,1116,16.31,0,0,0,41.13,0,0,4.93,0,0,7.8,0,0,14.25,6.45,9.14,0,0
FMC13_0000_t,130,0,0,0,147,0,0,59,0,0,83,0,0,111,58,0,0,104,692,18.79,0,0,0,21.24,0,0,8.53,0,0,11.99,0,0,16.04,8.38,0,0,15.03
FMC13_0005_t,53,0,47,0,301,0,0,0,0,0,74,0,0,232,0,0,0,119,826,6.42,0,5.69,0,36.44,0,0,0,0,0,8.96,0,0,28.09,0,0,0,14.41
FMC13_0001_t,110,0,0,0,77,0,0,30,0,0,118,0,0,77,0,74,0,106,592,18.58,0,0,0,13.01,0,0,5.07,0,0,19.93,0,0,13.01,0,12.5,0,17.91
FMC13_0010_t,133,0,0,0,244,0,0,103,0,0,0,0,0,168,50,93,0,65,856,15.54,0,0,0,28.5,0,0,12.03,0,0,0,0,0,19.63,5.84,10.86,0,7.59
FMC13_0009_t,160,0,42,0,228,0,0,0,0,0,76,0,0,77,0,67,0,0,650,24.62,0,6.46,0,35.08,0,0,0,0,0,11.69,0,0,11.85,0,10.31,0,0
FMC13_0013_t,58,0,0,0,187,0,0,71,0,0,81,0,0,101,0,58,0,85,641,9.05,0,0,0,29.17,0,0,11.08,0,0,12.64,0,0,15.76,0,9.05,0,13.26
FMC13_0008_t,193,0,52,0,73,0,0,0,0,0,54,0,0,89,68,0,0,103,632,30.54,0,8.23,0,11.55,0,0,0,0,0,8.54,0,0,14.08,10.76,0,0,16.3
FMC13_0003_t,92,0,0,0,155,0,0,84,0,0,0,0,0,129,47,53,0,87,647,14.22,0,0,0,23.96,0,0,12.98,0,0,0,0,0,19.94,7.26,8.19,0,13.45
FMC13_0007_t,105,0,74,0,255,0,0,0,0,0,57,0,0,129,34,0,0,74,728,14.42,0,10.16,0,35.03,0,0,0,0,0,7.83,0,0,17.72,4.67,0,0,10.16
FMC14_0000_t,101,0,458,0,260,209,0,260,0,0,0,0,0,0,0,141,0,0,1429,7.07,0,32.05,0,18.19,14.63,0,18.19,0,0,0,0,0,0,0,9.87,0,0
FMC14_0003_t,129,0,466,0,222,276,0,281,0,0,149,0,0,0,0,0,0,0,1523,8.47,0,30.6,0,14.58,18.12,0,18.45,0,0,9.78,0,0,0,0,0,0,0
FMC14_0001_t,178,0,596,0,414,567,0,498,0,0,207,0,0,103,0,0,0,0,2563,6.94,0,23.25,0,16.15,22.12,0,19.43,0,0,8.08,0,0,4.02,0,0,0,0
FMC14_0002_t,0,0,705,0,345,558,0,462,0,0,348,0,0,0,0,0,0,0,2418,0,0,29.16,0,14.27,23.08,0,19.11,0,0,14.39,0,0,0,0,0,0,0
FMC15_0003_t,0,0,326,937,375,0,0,0,0,0,0,0,0,0,1705,0,0,504,3847,0,0,8.47,24.36,9.75,0,0,0,0,0,0,0,0,0,44.32,0,0,13.1
FMC15_0002_t,0,0,106,0,174,0,0,0,261,0,0,0,0,0,276,356,0,457,1630,0,0,6.5,0,10.67,0,0,0,16.01,0,0,0,0,0,16.93,21.84,0,28.04
FMC15_0000_t,0,0,173,0,154,0,0,0,115,0,0,0,0,76,150,290,0,271,1229,0,0,14.08,0,12.53,0,0,0,9.36,0,0,0,0,6.18,12.21,23.6,0,22.05
FMC15_0001_t,0,0,208,0,152,0,0,0,220,0,0,0,0,0,192,0,0,487,1259,0,0,16.52,0,12.07,0,0,0,17.47,0,0,0,0,0,15.25,0,0,38.68
FMC16_0003_t,361,0,337,0,332,281,0,0,92,371,0,0,0,0,0,0,417,0,2191,16.48,0,15.38,0,15.15,12.83,0,0,4.2,16.93,0,0,0,0,0,0,19.03,0
FMC16_0004_t,107,0,142,0,79,0,0,0,0,161,0,0,0,37,0,50,156,0,732,14.62,0,19.4,0,10.79,0,0,0,0,21.99,0,0,0,5.05,0,6.83,21.31,0
FMC16_0000_t,117,0,103,0,90,109,0,0,0,0,0,0,0,47,0,83,138,0,687,17.03,0,14.99,0,13.1,15.87,0,0,0,0,0,0,0,6.84,0,12.08,20.09,0
FMC16_0002_t,260,0,0,0,201,380,0,0,95,0,0,341,0,141,0,167,270,0,1855,14.02,0,0,0,10.84,20.49,0,0,5.12,0,0,18.38,0,7.6,0,9,14.56,0
FMC16_0001_t,163,0,175,0,201,217,0,0,120,218,0,222,0,99,0,0,0,0,1415,11.52,0,12.37,0,14.2,15.34,0,0,8.48,15.41,0,15.69,0,7,0,0,0,0
FMC18_0000_t,627,0,0,0,617,0,812,2008,0,2932,0,0,0,0,0,0,3398,0,10394,6.03,0,0,0,5.94,0,7.81,19.32,0,28.21,0,0,0,0,0,0,32.69,0
FMC18_0001_t,535,0,1001,0,942,0,701,0,0,2159,1050,0,0,0,0,0,4419,0,10807,4.95,0,9.26,0,8.72,0,6.49,0,0,19.98,9.72,0,0,0,0,0,40.89,0
GMBC01_0000_t,0,0,1389,0,654,506,0,0,0,1899,782,0,0,0,0,0,693,0,5923,0,0,23.45,0,11.04,8.54,0,0,0,32.06,13.2,0,0,0,0,0,11.7,0
GMBC01_0003_t,494,0,895,0,282,374,0,0,0,764,0,0,0,0,0,301,463,0,3573,13.83,0,25.05,0,7.89,10.47,0,0,0,21.38,0,0,0,0,0,8.42,12.96,0
GMBC01_0002_t,233,0,1120,0,0,0,0,0,0,0,198,0,0,0,0,290,575,0,2416,9.64,0,46.36,0,0,0,0,0,0,0,8.2,0,0,0,0,12,23.8,0
GMBC01_0001_t,549,0,1905,0,0,0,0,0,0,0,355,0,0,0,0,416,1101,0,4326,12.69,0,44.04,0,0,0,0,0,0,0,8.21,0,0,0,0,9.62,25.45,0
GMBC02_0004_t,378,0,415,0,899,0,0,0,0,1881,0,387,0,0,0,462,766,0,5188,7.29,0,8,0,17.33,0,0,0,0,36.26,0,7.46,0,0,0,8.91,14.76,0
GMBC02_0000_t,207,0,246,0,526,0,0,0,0,265,0,404,0,0,0,200,246,0,2094,9.89,0,11.75,0,25.12,0,0,0,0,12.66,0,19.29,0,0,0,9.55,11.75,0
GMBC02_0002_t,360,0,0,0,662,0,0,0,0,2001,0,715,0,185,0,450,622,0,4995,7.21,0,0,0,13.25,0,0,0,0,40.06,0,14.31,0,3.7,0,9.01,12.45,0
GMBC02_0003_t,320,0,390,0,1027,0,0,0,0,2099,0,637,0,0,0,530,683,0,5686,5.63,0,6.86,0,18.06,0,0,0,0,36.92,0,11.2,0,0,0,9.32,12.01,0
GMBC02_0001_t,254,0,261,0,442,0,0,0,0,1293,0,0,0,0,0,256,394,0,2900,8.76,0,9,0,15.24,0,0,0,0,44.59,0,0,0,0,0,8.83,13.59,0
GMBC03_0000_t,358,0,437,0,312,0,105,0,0,1156,0,0,0,0,0,238,403,0,3009,11.9,0,14.52,0,10.37,0,3.49,0,0,38.42,0,0,0,0,0,7.91,13.39,0
GMBC03_0001_t,135,0,104,1210,273,0,0,0,328,0,0,0,0,0,0,84,0,380,2514,5.37,0,4.14,48.13,10.86,0,0,0,13.05,0,0,0,0,0,0,3.34,0,15.12
GMBC06_0002_t,0,0,158,0,322,103,0,172,0,0,318,472,0,0,90,0,0,0,1635,0,0,9.66,0,19.69,6.3,0,10.52,0,0,19.45,28.87,0,0,5.5,0,0,0
GMBC06_0003_t,297,0,309,0,105,0,0,120,0,0,0,0,0,0,0,120,309,0,1260,23.57,0,24.52,0,8.33,0,0,9.52,0,0,0,0,0,0,0,9.52,24.52,0
GMBC06_0000_t,646,0,896,0,252,0,0,869,477,0,0,1319,0,0,0,619,1009,0,6087,10.61,0,14.72,0,4.14,0,0,14.28,7.84,0,0,21.67,0,0,0,10.17,16.58,0
GMBC06_0001_t,530,0,302,0,558,0,0,862,0,0,589,2444,0,0,433,0,0,0,5718,9.27,0,5.28,0,9.76,0,0,15.08,0,0,10.3,42.74,0,0,7.57,0,0,0
GMBC07_0011_t,60,0,48,0,87,73,169,0,0,0,79,0,0,0,0,72,0,0,588,10.2,0,8.16,0,14.8,12.41,28.74,0,0,0,13.44,0,0,0,0,12.24,0,0
